	date	store	item	sales
147196	2016-01-22	1	9	35
147197	2016-01-23	1	9	40
147198	2016-01-24	1	9	44
147199	2016-01-25	1	9	20
147200	2016-01-26	1	9	42
147201	2016-01-27	1	9	32
147202	2016-01-28	1	9	31
147203	2016-01-29	1	9	37
147204	2016-01-30	1	9	40
147205	2016-01-31	1	9	39
147206	2016-02-01	1	9	36
147207	2016-02-02	1	9	36
147208	2016-02-03	1	9	34
147209	2016-02-04	1	9	33
147210	2016-02-05	1	9	42
147211	2016-02-06	1	9	51
147212	2016-02-07	1	9	47
147213	2016-02-08	1	9	25
147214	2016-02-09	1	9	36
147215	2016-02-10	1	9	27
147216	2016-02-11	1	9	48
147217	2016-02-12	1	9	42
147218	2016-02-13	1	9	42
147219	2016-02-14	1	9	44
147220	2016-02-15	1	9	40
147221	2016-02-16	1	9	34
147222	2016-02-17	1	9	37
147223	2016-02-18	1	9	45
147224	2016-02-19	1	9	44
147225	2016-02-20	1	9	37
147226	2016-02-21	1	9	50
147227	2016-02-22	1	9	34
147228	2016-02-23	1	9	43
147229	2016-02-24	1	9	37
147230	2016-02-25	1	9	36
147231	2016-02-26	1	9	42
147232	2016-02-27	1	9	44
147233	2016-02-28	1	9	43
147234	2016-02-29	1	9	37
147235	2016-03-01	1	9	26
147236	2016-03-02	1	9	37
147237	2016-03-03	1	9	49
147238	2016-03-04	1	9	56
147239	2016-03-05	1	9	42
147240	2016-03-06	1	9	53
147241	2016-03-07	1	9	31
147242	2016-03-08	1	9	38
147243	2016-03-09	1	9	44
147244	2016-03-10	1	9	46
147245	2016-03-11	1	9	53
147246	2016-03-12	1	9	44
147247	2016-03-13	1	9	54
147248	2016-03-14	1	9	37
147249	2016-03-15	1	9	42
147250	2016-03-16	1	9	43
147251	2016-03-17	1	9	62
147252	2016-03-18	1	9	50
147253	2016-03-19	1	9	43
147254	2016-03-20	1	9	61
147255	2016-03-21	1	9	40
147256	2016-03-22	1	9	40
147257	2016-03-23	1	9	37
147258	2016-03-24	1	9	52
147259	2016-03-25	1	9	43
147260	2016-03-26	1	9	50
147261	2016-03-27	1	9	58
147262	2016-03-28	1	9	24
147263	2016-03-29	1	9	32
147264	2016-03-30	1	9	45
147265	2016-03-31	1	9	47
147266	2016-04-01	1	9	66
147267	2016-04-02	1	9	59
147268	2016-04-03	1	9	64
147269	2016-04-04	1	9	41
147270	2016-04-05	1	9	64
147271	2016-04-06	1	9	60
147272	2016-04-07	1	9	44
147273	2016-04-08	1	9	63
147274	2016-04-09	1	9	67
147275	2016-04-10	1	9	51
147276	2016-04-11	1	9	47
147277	2016-04-12	1	9	59
147278	2016-04-13	1	9	39
147279	2016-04-14	1	9	52
147280	2016-04-15	1	9	59
147281	2016-04-16	1	9	69
147282	2016-04-17	1	9	68
147283	2016-04-18	1	9	38
147284	2016-04-19	1	9	42
147285	2016-04-20	1	9	56
147286	2016-04-21	1	9	39
147287	2016-04-22	1	9	58
147288	2016-04-23	1	9	55
147289	2016-04-24	1	9	57
147290	2016-04-25	1	9	35
147291	2016-04-26	1	9	53
147292	2016-04-27	1	9	58
147293	2016-04-28	1	9	63
147294	2016-04-29	1	9	64
147295	2016-04-30	1	9	75
147296	2016-05-01	1	9	77
147297	2016-05-02	1	9	44
147298	2016-05-03	1	9	63
147299	2016-05-04	1	9	55
147300	2016-05-05	1	9	50
147301	2016-05-06	1	9	65
147302	2016-05-07	1	9	59
147303	2016-05-08	1	9	72
147304	2016-05-09	1	9	37
147305	2016-05-10	1	9	57
147306	2016-05-11	1	9	55
147307	2016-05-12	1	9	55
147308	2016-05-13	1	9	38
147309	2016-05-14	1	9	63
147310	2016-05-15	1	9	72
147311	2016-05-16	1	9	47
147312	2016-05-17	1	9	69
147313	2016-05-18	1	9	48
147314	2016-05-19	1	9	56
147315	2016-05-20	1	9	61
147316	2016-05-21	1	9	72
147317	2016-05-22	1	9	70
147318	2016-05-23	1	9	38
147319	2016-05-24	1	9	58
147320	2016-05-25	1	9	56
147321	2016-05-26	1	9	61
147322	2016-05-27	1	9	65
147323	2016-05-28	1	9	69
147324	2016-05-29	1	9	80
147325	2016-05-30	1	9	53
147326	2016-05-31	1	9	47
147327	2016-06-01	1	9	55
147328	2016-06-02	1	9	67
147329	2016-06-03	1	9	67
147330	2016-06-04	1	9	60
147331	2016-06-05	1	9	76
147332	2016-06-06	1	9	47
147333	2016-06-07	1	9	54
147334	2016-06-08	1	9	65
147335	2016-06-09	1	9	56
147336	2016-06-10	1	9	63
147337	2016-06-11	1	9	70
147338	2016-06-12	1	9	80
147339	2016-06-13	1	9	54
147340	2016-06-14	1	9	57
147341	2016-06-15	1	9	59
147342	2016-06-16	1	9	63
147343	2016-06-17	1	9	62
147344	2016-06-18	1	9	61
147345	2016-06-19	1	9	67
147346	2016-06-20	1	9	38
147347	2016-06-21	1	9	47
147348	2016-06-22	1	9	49
147349	2016-06-23	1	9	68
147350	2016-06-24	1	9	67
147351	2016-06-25	1	9	68
147352	2016-06-26	1	9	72
147353	2016-06-27	1	9	50
147354	2016-06-28	1	9	46
147355	2016-06-29	1	9	66
147356	2016-06-30	1	9	49
147357	2016-07-01	1	9	73
147358	2016-07-02	1	9	80
147359	2016-07-03	1	9	67
147360	2016-07-04	1	9	57
147361	2016-07-05	1	9	68
147362	2016-07-06	1	9	53
147363	2016-07-07	1	9	65
147364	2016-07-08	1	9	67
147365	2016-07-09	1	9	94
147366	2016-07-10	1	9	75
147367	2016-07-11	1	9	52
147368	2016-07-12	1	9	44
147369	2016-07-13	1	9	74
147370	2016-07-14	1	9	57
147371	2016-07-15	1	9	79
147372	2016-07-16	1	9	56
147373	2016-07-17	1	9	73
147374	2016-07-18	1	9	51
147375	2016-07-19	1	9	50
147376	2016-07-20	1	9	70
147377	2016-07-21	1	9	53
147378	2016-07-22	1	9	65
147379	2016-07-23	1	9	70
147380	2016-07-24	1	9	70
147381	2016-07-25	1	9	57
147382	2016-07-26	1	9	50
147383	2016-07-27	1	9	47
147384	2016-07-28	1	9	64
147385	2016-07-29	1	9	53
147386	2016-07-30	1	9	75
147387	2016-07-31	1	9	92
147388	2016-08-01	1	9	48
147389	2016-08-02	1	9	51
147390	2016-08-03	1	9	45
147391	2016-08-04	1	9	52
147392	2016-08-05	1	9	51
147393	2016-08-06	1	9	62
147394	2016-08-07	1	9	68
147395	2016-08-08	1	9	52
147396	2016-08-09	1	9	45
147397	2016-08-10	1	9	57
147398	2016-08-11	1	9	63
147399	2016-08-12	1	9	76
147400	2016-08-13	1	9	77
147401	2016-08-14	1	9	66
147402	2016-08-15	1	9	52
147403	2016-08-16	1	9	51
147404	2016-08-17	1	9	58
147405	2016-08-18	1	9	54
147406	2016-08-19	1	9	62
147407	2016-08-20	1	9	71
147408	2016-08-21	1	9	60
147409	2016-08-22	1	9	60
147410	2016-08-23	1	9	50
147411	2016-08-24	1	9	61
147412	2016-08-25	1	9	51
147413	2016-08-26	1	9	56
147414	2016-08-27	1	9	61
147415	2016-08-28	1	9	68
147416	2016-08-29	1	9	60
147417	2016-08-30	1	9	73
147418	2016-08-31	1	9	59
147419	2016-09-01	1	9	48
147420	2016-09-02	1	9	50
147421	2016-09-03	1	9	63
147422	2016-09-04	1	9	53
147423	2016-09-05	1	9	41
147424	2016-09-06	1	9	41
147425	2016-09-07	1	9	45
147426	2016-09-08	1	9	58
147427	2016-09-09	1	9	68
147428	2016-09-10	1	9	71
147429	2016-09-11	1	9	61
147430	2016-09-12	1	9	40
147431	2016-09-13	1	9	36
147432	2016-09-14	1	9	65
147433	2016-09-15	1	9	60
147434	2016-09-16	1	9	61
147435	2016-09-17	1	9	49
147436	2016-09-18	1	9	62
147437	2016-09-19	1	9	48
147438	2016-09-20	1	9	45
147439	2016-09-21	1	9	67
147440	2016-09-22	1	9	62
147441	2016-09-23	1	9	50
147442	2016-09-24	1	9	60
147443	2016-09-25	1	9	62
147444	2016-09-26	1	9	38
147445	2016-09-27	1	9	52
147446	2016-09-28	1	9	49
147447	2016-09-29	1	9	62
147448	2016-09-30	1	9	60
147449	2016-10-01	1	9	56
147450	2016-10-02	1	9	63
147451	2016-10-03	1	9	46
147452	2016-10-04	1	9	37
147453	2016-10-05	1	9	49
147454	2016-10-06	1	9	65
147455	2016-10-07	1	9	46
147456	2016-10-08	1	9	70
147457	2016-10-09	1	9	54
147458	2016-10-10	1	9	55
147459	2016-10-11	1	9	44
147460	2016-10-12	1	9	63
147461	2016-10-13	1	9	52
147462	2016-10-14	1	9	61
147463	2016-10-15	1	9	59
147464	2016-10-16	1	9	50
147465	2016-10-17	1	9	33
147466	2016-10-18	1	9	58
147467	2016-10-19	1	9	39
147468	2016-10-20	1	9	49
147469	2016-10-21	1	9	39
147470	2016-10-22	1	9	56
147471	2016-10-23	1	9	62
147472	2016-10-24	1	9	37
147473	2016-10-25	1	9	44
147474	2016-10-26	1	9	48
147475	2016-10-27	1	9	55
147476	2016-10-28	1	9	51
147477	2016-10-29	1	9	54
147478	2016-10-30	1	9	53
147479	2016-10-31	1	9	42
147480	2016-11-01	1	9	57
147481	2016-11-02	1	9	48
147482	2016-11-03	1	9	57
147483	2016-11-04	1	9	55
147484	2016-11-05	1	9	62
147485	2016-11-06	1	9	69
147486	2016-11-07	1	9	26
147487	2016-11-08	1	9	43
147488	2016-11-09	1	9	54
147489	2016-11-10	1	9	48
147490	2016-11-11	1	9	54
147491	2016-11-12	1	9	64
147492	2016-11-13	1	9	66
147493	2016-11-14	1	9	46
147494	2016-11-15	1	9	50
147495	2016-11-16	1	9	51
147496	2016-11-17	1	9	45
147497	2016-11-18	1	9	57
147498	2016-11-19	1	9	54
147499	2016-11-20	1	9	59
147500	2016-11-21	1	9	34
147501	2016-11-22	1	9	42
147502	2016-11-23	1	9	57
147503	2016-11-24	1	9	46
147504	2016-11-25	1	9	69
147505	2016-11-26	1	9	59
147506	2016-11-27	1	9	62
147507	2016-11-28	1	9	38
147508	2016-11-29	1	9	49
147509	2016-11-30	1	9	41
147510	2016-12-01	1	9	44
147511	2016-12-02	1	9	36
147512	2016-12-03	1	9	47
147513	2016-12-04	1	9	48
147514	2016-12-05	1	9	26
147515	2016-12-06	1	9	32
147516	2016-12-07	1	9	33
147517	2016-12-08	1	9	27
147518	2016-12-09	1	9	42
147519	2016-12-10	1	9	49
147520	2016-12-11	1	9	41
147521	2016-12-12	1	9	27
147522	2016-12-13	1	9	35
147523	2016-12-14	1	9	39
147524	2016-12-15	1	9	32
147525	2016-12-16	1	9	39
147526	2016-12-17	1	9	31
147527	2016-12-18	1	9	45
147528	2016-12-19	1	9	28
147529	2016-12-20	1	9	37
147530	2016-12-21	1	9	31
147531	2016-12-22	1	9	31
147532	2016-12-23	1	9	42
147533	2016-12-24	1	9	47
147534	2016-12-25	1	9	51
147535	2016-12-26	1	9	36
147536	2016-12-27	1	9	24
147537	2016-12-28	1	9	31
147538	2016-12-29	1	9	35
147539	2016-12-30	1	9	39
147540	2016-12-31	1	9	32
147541	2017-01-01	1	9	41
147542	2017-01-02	1	9	25
147543	2017-01-03	1	9	26
147544	2017-01-04	1	9	40
147545	2017-01-05	1	9	35
147546	2017-01-06	1	9	31
147547	2017-01-07	1	9	37
147548	2017-01-08	1	9	31
147549	2017-01-09	1	9	25
147550	2017-01-10	1	9	26
147551	2017-01-11	1	9	25
147552	2017-01-12	1	9	38
147553	2017-01-13	1	9	44
147554	2017-01-14	1	9	43
147555	2017-01-15	1	9	46
147556	2017-01-16	1	9	25
147557	2017-01-17	1	9	34
147558	2017-01-18	1	9	34
147559	2017-01-19	1	9	43
147560	2017-01-20	1	9	36
147561	2017-01-21	1	9	43
147562	2017-01-22	1	9	48
147563	2017-01-23	1	9	32
147564	2017-01-24	1	9	41
147565	2017-01-25	1	9	31
147566	2017-01-26	1	9	35
147567	2017-01-27	1	9	42
147568	2017-01-28	1	9	55
147569	2017-01-29	1	9	36
147570	2017-01-30	1	9	32
147571	2017-01-31	1	9	26
147572	2017-02-01	1	9	39
147573	2017-02-02	1	9	38
147574	2017-02-03	1	9	39
147575	2017-02-04	1	9	50
147576	2017-02-05	1	9	52
147577	2017-02-06	1	9	41
147578	2017-02-07	1	9	26
147579	2017-02-08	1	9	41
147580	2017-02-09	1	9	29
147581	2017-02-10	1	9	63
147582	2017-02-11	1	9	30
147583	2017-02-12	1	9	52
147584	2017-02-13	1	9	39
147585	2017-02-14	1	9	46
147586	2017-02-15	1	9	36
147587	2017-02-16	1	9	33
147588	2017-02-17	1	9	47
147589	2017-02-18	1	9	41
147590	2017-02-19	1	9	52
147591	2017-02-20	1	9	35
147592	2017-02-21	1	9	39
147593	2017-02-22	1	9	36
147594	2017-02-23	1	9	27
147595	2017-02-24	1	9	42
147596	2017-02-25	1	9	49
147597	2017-02-26	1	9	59
147598	2017-02-27	1	9	34
147599	2017-02-28	1	9	43
147600	2017-03-01	1	9	45
147601	2017-03-02	1	9	48
147602	2017-03-03	1	9	49
147603	2017-03-04	1	9	51
147604	2017-03-05	1	9	56
147605	2017-03-06	1	9	34
147606	2017-03-07	1	9	33
147607	2017-03-08	1	9	43
147608	2017-03-09	1	9	48
147609	2017-03-10	1	9	42
147610	2017-03-11	1	9	59
147611	2017-03-12	1	9	54
147612	2017-03-13	1	9	50
147613	2017-03-14	1	9	52
147614	2017-03-15	1	9	44
147615	2017-03-16	1	9	62
147616	2017-03-17	1	9	51
147617	2017-03-18	1	9	54
147618	2017-03-19	1	9	56
147619	2017-03-20	1	9	39
147620	2017-03-21	1	9	38
147621	2017-03-22	1	9	42
147622	2017-03-23	1	9	36
147623	2017-03-24	1	9	42
147624	2017-03-25	1	9	51
147625	2017-03-26	1	9	61
147626	2017-03-27	1	9	39
147627	2017-03-28	1	9	35
147628	2017-03-29	1	9	44
147629	2017-03-30	1	9	51
147630	2017-03-31	1	9	43
147631	2017-04-01	1	9	72
147632	2017-04-02	1	9	64
147633	2017-04-03	1	9	49
147634	2017-04-04	1	9	56
147635	2017-04-05	1	9	56
147636	2017-04-06	1	9	49
147637	2017-04-07	1	9	54
147638	2017-04-08	1	9	63
147639	2017-04-09	1	9	64
147640	2017-04-10	1	9	45
147641	2017-04-11	1	9	44
147642	2017-04-12	1	9	44
147643	2017-04-13	1	9	60
147644	2017-04-14	1	9	67
147645	2017-04-15	1	9	56
147646	2017-04-16	1	9	60
147647	2017-04-17	1	9	55
147648	2017-04-18	1	9	73
147649	2017-04-19	1	9	62
147650	2017-04-20	1	9	44
147651	2017-04-21	1	9	49
147652	2017-04-22	1	9	62
147653	2017-04-23	1	9	61
147654	2017-04-24	1	9	40
147655	2017-04-25	1	9	48
147656	2017-04-26	1	9	45
147657	2017-04-27	1	9	46
147658	2017-04-28	1	9	47
147659	2017-04-29	1	9	61
147660	2017-04-30	1	9	77
147661	2017-05-01	1	9	55
147662	2017-05-02	1	9	63
147663	2017-05-03	1	9	53
147664	2017-05-04	1	9	51
147665	2017-05-05	1	9	50
147666	2017-05-06	1	9	67
147667	2017-05-07	1	9	63
147668	2017-05-08	1	9	52
147669	2017-05-09	1	9	50
147670	2017-05-10	1	9	55
147671	2017-05-11	1	9	72
147672	2017-05-12	1	9	64
147673	2017-05-13	1	9	58
147674	2017-05-14	1	9	62
147675	2017-05-15	1	9	37
147676	2017-05-16	1	9	46
147677	2017-05-17	1	9	50
147678	2017-05-18	1	9	57
147679	2017-05-19	1	9	68
147680	2017-05-20	1	9	70
147681	2017-05-21	1	9	61
147682	2017-05-22	1	9	51
147683	2017-05-23	1	9	55
147684	2017-05-24	1	9	37
147685	2017-05-25	1	9	51
147686	2017-05-26	1	9	50
147687	2017-05-27	1	9	52
147688	2017-05-28	1	9	64
147689	2017-05-29	1	9	65
147690	2017-05-30	1	9	50
147691	2017-05-31	1	9	52
147692	2017-06-01	1	9	53
147693	2017-06-02	1	9	57
147694	2017-06-03	1	9	69
147695	2017-06-04	1	9	77
147696	2017-06-05	1	9	44
147697	2017-06-06	1	9	47
147698	2017-06-07	1	9	69
147699	2017-06-08	1	9	66
147700	2017-06-09	1	9	74
147701	2017-06-10	1	9	80
147702	2017-06-11	1	9	63
147703	2017-06-12	1	9	35
147704	2017-06-13	1	9	75
147705	2017-06-14	1	9	45
147706	2017-06-15	1	9	65
147707	2017-06-16	1	9	53
147708	2017-06-17	1	9	63
147709	2017-06-18	1	9	83
147710	2017-06-19	1	9	47
147711	2017-06-20	1	9	50
147712	2017-06-21	1	9	68
147713	2017-06-22	1	9	71
147714	2017-06-23	1	9	55
147715	2017-06-24	1	9	70
147716	2017-06-25	1	9	63
147717	2017-06-26	1	9	50
147718	2017-06-27	1	9	57
147719	2017-06-28	1	9	59
147720	2017-06-29	1	9	66
147721	2017-06-30	1	9	57
147722	2017-07-01	1	9	85
147723	2017-07-02	1	9	79
147724	2017-07-03	1	9	65
147725	2017-07-04	1	9	48
147726	2017-07-05	1	9	66
147727	2017-07-06	1	9	71
147728	2017-07-07	1	9	77
147729	2017-07-08	1	9	77
147730	2017-07-09	1	9	74
147731	2017-07-10	1	9	45
147732	2017-07-11	1	9	63
147733	2017-07-12	1	9	73
147734	2017-07-13	1	9	66
147735	2017-07-14	1	9	73
147736	2017-07-15	1	9	72
147737	2017-07-16	1	9	93
147738	2017-07-17	1	9	49
147739	2017-07-18	1	9	61
147740	2017-07-19	1	9	58
147741	2017-07-20	1	9	72
147742	2017-07-21	1	9	61
147743	2017-07-22	1	9	81
147744	2017-07-23	1	9	73
147745	2017-07-24	1	9	48
147746	2017-07-25	1	9	60
147747	2017-07-26	1	9	67
147748	2017-07-27	1	9	69
147749	2017-07-28	1	9	63
147750	2017-07-29	1	9	82
147751	2017-07-30	1	9	73
147752	2017-07-31	1	9	57
147753	2017-08-01	1	9	52
147754	2017-08-02	1	9	48
147755	2017-08-03	1	9	56
147756	2017-08-04	1	9	73
147757	2017-08-05	1	9	55
147758	2017-08-06	1	9	64
147759	2017-08-07	1	9	47
147760	2017-08-08	1	9	59
147761	2017-08-09	1	9	64
147762	2017-08-10	1	9	58
147763	2017-08-11	1	9	60
147764	2017-08-12	1	9	65
147765	2017-08-13	1	9	61
147766	2017-08-14	1	9	43
147767	2017-08-15	1	9	57
147768	2017-08-16	1	9	59
147769	2017-08-17	1	9	61
147770	2017-08-18	1	9	62
147771	2017-08-19	1	9	75
147772	2017-08-20	1	9	79
147773	2017-08-21	1	9	47
147774	2017-08-22	1	9	62
147775	2017-08-23	1	9	56
147776	2017-08-24	1	9	48
147777	2017-08-25	1	9	67
147778	2017-08-26	1	9	79
147779	2017-08-27	1	9	66
147780	2017-08-28	1	9	54
147781	2017-08-29	1	9	51
147782	2017-08-30	1	9	56
147783	2017-08-31	1	9	57
147784	2017-09-01	1	9	53
147785	2017-09-02	1	9	58
147786	2017-09-03	1	9	70
147787	2017-09-04	1	9	49
147788	2017-09-05	1	9	60
147789	2017-09-06	1	9	65
147790	2017-09-07	1	9	50
147791	2017-09-08	1	9	58
147792	2017-09-09	1	9	61
147793	2017-09-10	1	9	72
147794	2017-09-11	1	9	52
147795	2017-09-12	1	9	48
147796	2017-09-13	1	9	59
147797	2017-09-14	1	9	59
147798	2017-09-15	1	9	48
147799	2017-09-16	1	9	70
147800	2017-09-17	1	9	76
147801	2017-09-18	1	9	41
147802	2017-09-19	1	9	41
147803	2017-09-20	1	9	44
147804	2017-09-21	1	9	59
147805	2017-09-22	1	9	61
147806	2017-09-23	1	9	60
147807	2017-09-24	1	9	62
147808	2017-09-25	1	9	50
147809	2017-09-26	1	9	48
147810	2017-09-27	1	9	58
147811	2017-09-28	1	9	57
147812	2017-09-29	1	9	54
147813	2017-09-30	1	9	64
147814	2017-10-01	1	9	63
147815	2017-10-02	1	9	39
147816	2017-10-03	1	9	51
147817	2017-10-04	1	9	39
147818	2017-10-05	1	9	41
147819	2017-10-06	1	9	50
147820	2017-10-07	1	9	59
147821	2017-10-08	1	9	65
147822	2017-10-09	1	9	40
147823	2017-10-10	1	9	41
147824	2017-10-11	1	9	53
147825	2017-10-12	1	9	47
147826	2017-10-13	1	9	53
147827	2017-10-14	1	9	62
147828	2017-10-15	1	9	42
147829	2017-10-16	1	9	39
147830	2017-10-17	1	9	45
147831	2017-10-18	1	9	34
147832	2017-10-19	1	9	53
147833	2017-10-20	1	9	57
147834	2017-10-21	1	9	44
147835	2017-10-22	1	9	56
147836	2017-10-23	1	9	47
147837	2017-10-24	1	9	43
147838	2017-10-25	1	9	49
147839	2017-10-26	1	9	39
147840	2017-10-27	1	9	68
147841	2017-10-28	1	9	50
147842	2017-10-29	1	9	69
147843	2017-10-30	1	9	32
147844	2017-10-31	1	9	50
147845	2017-11-01	1	9	61
147846	2017-11-02	1	9	39
147847	2017-11-03	1	9	66
147848	2017-11-04	1	9	59
147849	2017-11-05	1	9	62
147850	2017-11-06	1	9	50
147851	2017-11-07	1	9	48
147852	2017-11-08	1	9	44
147853	2017-11-09	1	9	40
147854	2017-11-10	1	9	57
147855	2017-11-11	1	9	66
147856	2017-11-12	1	9	59
147857	2017-11-13	1	9	42
147858	2017-11-14	1	9	41
147859	2017-11-15	1	9	40
147860	2017-11-16	1	9	74
147861	2017-11-17	1	9	54
147862	2017-11-18	1	9	59
147863	2017-11-19	1	9	56
147864	2017-11-20	1	9	35
147865	2017-11-21	1	9	62
147866	2017-11-22	1	9	48
147867	2017-11-23	1	9	50
147868	2017-11-24	1	9	61
147869	2017-11-25	1	9	64
147870	2017-11-26	1	9	58
147871	2017-11-27	1	9	50
147872	2017-11-28	1	9	64
147873	2017-11-29	1	9	53
147874	2017-11-30	1	9	53
147875	2017-12-01	1	9	51
147876	2017-12-02	1	9	44
147877	2017-12-03	1	9	40
147878	2017-12-04	1	9	27
147879	2017-12-05	1	9	30
147880	2017-12-06	1	9	27
147881	2017-12-07	1	9	46
147882	2017-12-08	1	9	51
147883	2017-12-09	1	9	33
147884	2017-12-10	1	9	49
147885	2017-12-11	1	9	33
147886	2017-12-12	1	9	51
147887	2017-12-13	1	9	28
147888	2017-12-14	1	9	42
147889	2017-12-15	1	9	36
147890	2017-12-16	1	9	39
147891	2017-12-17	1	9	44
147892	2017-12-18	1	9	26
147893	2017-12-19	1	9	40
147894	2017-12-20	1	9	37
147895	2017-12-21	1	9	33
147896	2017-12-22	1	9	39
147897	2017-12-23	1	9	40
147898	2017-12-24	1	9	37
147899	2017-12-25	1	9	35
147900	2017-12-26	1	9	30
147901	2017-12-27	1	9	37
147902	2017-12-28	1	9	34
147903	2017-12-29	1	9	46
147904	2017-12-30	1	9	37
147905	2017-12-31	1	9	50
164340	2013-01-01	1	10	37
164341	2013-01-02	1	10	34
164342	2013-01-03	1	10	32
164343	2013-01-04	1	10	45
164344	2013-01-05	1	10	35
164345	2013-01-06	1	10	54
164346	2013-01-07	1	10	37
164347	2013-01-08	1	10	37
164348	2013-01-09	1	10	32
164349	2013-01-10	1	10	36
164350	2013-01-11	1	10	33
164351	2013-01-12	1	10	36
164352	2013-01-13	1	10	36
164353	2013-01-14	1	10	26
164354	2013-01-15	1	10	24
164355	2013-01-16	1	10	41
164356	2013-01-17	1	10	35
164357	2013-01-18	1	10	37
164358	2013-01-19	1	10	45
164359	2013-01-20	1	10	40
164360	2013-01-21	1	10	26
164361	2013-01-22	1	10	37
164362	2013-01-23	1	10	47
164363	2013-01-24	1	10	46
164364	2013-01-25	1	10	42
164365	2013-01-26	1	10	38
164366	2013-01-27	1	10	38
164367	2013-01-28	1	10	18
164368	2013-01-29	1	10	33
164369	2013-01-30	1	10	26
164370	2013-01-31	1	10	38
164371	2013-02-01	1	10	45
164372	2013-02-02	1	10	34
164373	2013-02-03	1	10	42
164374	2013-02-04	1	10	38
164375	2013-02-05	1	10	42
164376	2013-02-06	1	10	39
164377	2013-02-07	1	10	44
164378	2013-02-08	1	10	47
164379	2013-02-09	1	10	48
164380	2013-02-10	1	10	41
164381	2013-02-11	1	10	16
164382	2013-02-12	1	10	41
164383	2013-02-13	1	10	33
164384	2013-02-14	1	10	33
164385	2013-02-15	1	10	51
164386	2013-02-16	1	10	37
164387	2013-02-17	1	10	58
164388	2013-02-18	1	10	31
164389	2013-02-19	1	10	39
164390	2013-02-20	1	10	46
164391	2013-02-21	1	10	41
164392	2013-02-22	1	10	56
164393	2013-02-23	1	10	38
164394	2013-02-24	1	10	49
164395	2013-02-25	1	10	28
164396	2013-02-26	1	10	42
164397	2013-02-27	1	10	29
164398	2013-02-28	1	10	44
164399	2013-03-01	1	10	56
164400	2013-03-02	1	10	49
164401	2013-03-03	1	10	60
164402	2013-03-04	1	10	38
164403	2013-03-05	1	10	52
164404	2013-03-06	1	10	50
164405	2013-03-07	1	10	49
164406	2013-03-08	1	10	60
164407	2013-03-09	1	10	70
164408	2013-03-10	1	10	70
164409	2013-03-11	1	10	43
164410	2013-03-12	1	10	55
164411	2013-03-13	1	10	39
164412	2013-03-14	1	10	44
164413	2013-03-15	1	10	44
164414	2013-03-16	1	10	49
164415	2013-03-17	1	10	59
164416	2013-03-18	1	10	40
164417	2013-03-19	1	10	49
164418	2013-03-20	1	10	40
164419	2013-03-21	1	10	45
164420	2013-03-22	1	10	39
164421	2013-03-23	1	10	57
164422	2013-03-24	1	10	59
164423	2013-03-25	1	10	41
164424	2013-03-26	1	10	49
164425	2013-03-27	1	10	35
164426	2013-03-28	1	10	54
164427	2013-03-29	1	10	68
164428	2013-03-30	1	10	56
164429	2013-03-31	1	10	80
164430	2013-04-01	1	10	47
164431	2013-04-02	1	10	49
164432	2013-04-03	1	10	54
164433	2013-04-04	1	10	62
164434	2013-04-05	1	10	63
164435	2013-04-06	1	10	67
164436	2013-04-07	1	10	75
164437	2013-04-08	1	10	35
164438	2013-04-09	1	10	61
164439	2013-04-10	1	10	48
164440	2013-04-11	1	10	55
164441	2013-04-12	1	10	53
164442	2013-04-13	1	10	61
164443	2013-04-14	1	10	71
164444	2013-04-15	1	10	46
164445	2013-04-16	1	10	52
164446	2013-04-17	1	10	59
164447	2013-04-18	1	10	60
164448	2013-04-19	1	10	52
164449	2013-04-20	1	10	54
164450	2013-04-21	1	10	69
164451	2013-04-22	1	10	40
164452	2013-04-23	1	10	60
164453	2013-04-24	1	10	54
164454	2013-04-25	1	10	65
164455	2013-04-26	1	10	63
164456	2013-04-27	1	10	61
164457	2013-04-28	1	10	67
164458	2013-04-29	1	10	50
164459	2013-04-30	1	10	64
164460	2013-05-01	1	10	56
164461	2013-05-02	1	10	51
164462	2013-05-03	1	10	69
164463	2013-05-04	1	10	54
164464	2013-05-05	1	10	63
164465	2013-05-06	1	10	48
164466	2013-05-07	1	10	59
164467	2013-05-08	1	10	65
164468	2013-05-09	1	10	73
164469	2013-05-10	1	10	50
164470	2013-05-11	1	10	63
164471	2013-05-12	1	10	58
164472	2013-05-13	1	10	50
164473	2013-05-14	1	10	52
164474	2013-05-15	1	10	39
164475	2013-05-16	1	10	67
164476	2013-05-17	1	10	62
164477	2013-05-18	1	10	73
164478	2013-05-19	1	10	76
164479	2013-05-20	1	10	53
164480	2013-05-21	1	10	50
164481	2013-05-22	1	10	57
164482	2013-05-23	1	10	62
164483	2013-05-24	1	10	75
164484	2013-05-25	1	10	64
164485	2013-05-26	1	10	78
164486	2013-05-27	1	10	57
164487	2013-05-28	1	10	48
164488	2013-05-29	1	10	49
164489	2013-05-30	1	10	45
164490	2013-05-31	1	10	59
164491	2013-06-01	1	10	86
164492	2013-06-02	1	10	65
164493	2013-06-03	1	10	41
164494	2013-06-04	1	10	60
164495	2013-06-05	1	10	65
164496	2013-06-06	1	10	67
164497	2013-06-07	1	10	87
164498	2013-06-08	1	10	82
164499	2013-06-09	1	10	91
164500	2013-06-10	1	10	64
164501	2013-06-11	1	10	70
164502	2013-06-12	1	10	44
164503	2013-06-13	1	10	61
